0,1,2,3,
755,366,1799,183.0,somewhat undesirable
756,362,1807,90.5,very undesirable
757,374,1799,187.0,somewhat undesirable
758,376,1821,188.0,somewhat undesirable
759,366,1801,91.5,very undesirable
760,360,1771,90.0,very undesirable
761,360,1779,180.0,somewhat undesirable
762,368,1799,184.0,somewhat undesirable
763,360,1819,90.0,very undesirable
764,366,1781,183.0,somewhat undesirable
765,364,1779,91.0,very undesirable
766,365,1793,182.5,somewhat undesirable
767,370,1811,92.5,very undesirable
768,366,1793,91.5,very undesirable
769,374,1789,187.0,somewhat undesirable
770,375,1833,93.75,very undesirable
771,367,1785,183.5,somewhat undesirable
772,359,1781,89.75,very undesirable
773,366,1781,183.0,somewhat undesirable
774,375,1809,187.5,somewhat undesirable
775,377,1803,188.5,somewhat undesirable
776,362,1799,181.0,somewhat undesirable
777,381,1835,95.25,very undesirable
778,366,1777,183.0,somewhat undesirable
779,360,1775,180.0,somewhat undesirable
780,363,1767,90.75,very undesirable
781,360,1775,180.0,somewhat undesirable
782,375,1789,281.25,somewhat desirable
783,365,1799,91.25,somewhat undesirable
784,368,1797,276.0,somewhat desirable
785,383,1811,95.75,very undesirable
786,361,1767,180.5,somewhat undesirable
787,362,1773,90.5,very undesirable
788,387,1815,290.25,somewhat desirable
789,372,1777,93.0,somewhat undesirable
790,369,1785,92.25,somewhat undesirable
791,384,1819,96.0,very undesirable
792,381,1791,190.5,somewhat undesirable
793,372,1773,186.0,somewhat undesirable
794,364,1779,91.0,somewhat undesirable
795,387,1817,193.5,somewhat undesirable
796,369,1779,92.25,very undesirable
797,382,1819,95.5,somewhat undesirable
798,371,1817,185.5,somewhat undesirable
799,389,1803,389.0,very desirable
800,388,1859,194.0,somewhat undesirable
801,372,1769,186.0,somewhat undesirable
802,358,1771,89.5,very undesirable
803,387,1811,193.5,somewhat undesirable
804,374,1777,93.5,somewhat undesirable
805,376,1795,94.0,somewhat undesirable
806,375,1797,93.75,very undesirable
807,369,1763,92.25,very undesirable
808,374,1805,187.0,somewhat undesirable
809,381,1791,285.75,somewhat desirable
810,371,1767,185.5,somewhat undesirable
811,367,1799,183.5,somewhat undesirable
812,358,1757,89.5,very undesirable
813,387,1807,193.5,somewhat undesirable
814,373,1793,186.5,somewhat undesirable
815,386,1805,289.5,somewhat desirable
816,363,1787,181.5,somewhat undesirable
817,376,1785,188.0,somewhat undesirable
818,377,1791,94.25,somewhat undesirable
819,372,1773,186.0,somewhat undesirable
820,383,1791,191.5,somewhat undesirable
821,375,1779,187.5,somewhat undesirable
822,365,1779,182.5,somewhat undesirable
823,370,1773,185.0,somewhat undesirable
824,366,1765,366.0,very desirable
825,369,1763,184.5,somewhat undesirable
826,367,1795,183.5,somewhat undesirable
827,388,1809,97.0,very undesirable
828,382,1807,191.0,somewhat undesirable
829,366,1769,183.0,somewhat undesirable
830,382,1797,95.5,somewhat undesirable
831,374,1795,187.0,somewhat undesirable
832,377,1783,282.75,somewhat desirable
833,374,1789,187.0,somewhat undesirable
834,363,1755,90.75,very undesirable
835,387,1803,193.5,somewhat undesirable
836,385,1813,192.5,somewhat undesirable
837,378,1817,189.0,somewhat undesirable
838,353,1767,88.25,very undesirable
839,374,1777,187.0,somewhat undesirable
840,375,1779,187.5,somewhat undesirable
841,388,1827,97.0,very undesirable
842,371,1795,92.75,very undesirable
843,368,1777,184.0,somewhat undesirable
844,375,1809,187.5,somewhat undesirable
845,369,1775,184.5,somewhat undesirable
846,382,1807,191.0,somewhat undesirable
847,373,1803,93.25,very undesirable
848,376,1803,94.0,very undesirable
849,372,1795,93.0,very undesirable
850,374,1785,187.0,somewhat undesirable
851,381,1791,95.25,very undesirable
852,380,1807,190.0,somewhat undesirable
853,367,1775,91.75,very undesirable
854,378,1781,189.0,somewhat undesirable
855,379,1809,94.75,very undesirable
856,377,1779,188.5,somewhat undesirable
857,371,1767,92.75,very undesirable
858,357,1751,89.25,somewhat undesirable
859,397,1823,99.25,very undesirable
860,378,1785,189.0,somewhat undesirable
861,388,1809,194.0,somewhat undesirable
862,364,1791,182.0,somewhat undesirable
863,371,1783,185.5,somewhat undesirable
864,367,1787,183.5,somewhat undesirable
865,375,1789,187.5,somewhat undesirable
866,378,1789,189.0,somewhat undesirable
867,362,1771,90.5,very undesirable
868,371,1783,185.5,somewhat undesirable
869,381,1791,381.0,very desirable
870,368,1787,92.0,very undesirable
871,369,1807,92.25,very undesirable
872,361,1783,90.25,very undesirable
873,378,1793,189.0,somewhat undesirable
874,383,1799,191.5,somewhat undesirable
875,377,1783,188.5,somewhat undesirable
876,383,1809,191.5,somewhat undesirable
877,379,1801,284.25,somewhat desirable
878,377,1795,188.5,somewhat undesirable
879,352,1737,88.0,very undesirable
880,374,1799,187.0,somewhat undesirable
881,364,1785,91.0,very undesirable
882,370,1765,92.5,very undesirable
883,363,1769,181.5,somewhat undesirable
884,360,1785,90.0,very undesirable
885,384,1819,192.0,somewhat undesirable
886,385,1803,96.25,very undesirable
887,399,1827,99.75,very undesirable
888,368,1785,92.0,very undesirable
889,386,1809,96.5,somewhat desirable
890,366,1765,183.0,somewhat undesirable
891,360,1799,90.0,very undesirable
892,375,1797,187.5,somewhat undesirable
893,376,1789,188.0,somewhat undesirable
894,377,1787,188.5,somewhat undesirable
895,367,1799,183.5,somewhat undesirable
896,371,1811,185.5,somewhat undesirable
897,368,1797,92.0,very undesirable
898,368,1761,184.0,somewhat undesirable
899,378,1785,189.0,somewhat undesirable
900,371,1779,185.5,somewhat undesirable
901,380,1793,95.0,somewhat undesirable
902,367,1767,183.5,somewhat undesirable
903,367,1781,183.5,somewhat undesirable
904,366,1787,183.0,somewhat undesirable
905,366,1775,183.0,somewhat undesirable
906,374,1803,187.0,somewhat undesirable
907,377,1783,188.5,somewhat undesirable
908,366,1765,91.5,very undesirable
909,384,1793,384.0,very desirable
910,364,1757,182.0,somewhat undesirable
911,376,1803,94.0,very undesirable
912,373,1783,186.5,somewhat undesirable
913,372,1797,186.0,somewhat undesirable
914,375,1779,281.25,somewhat desirable
915,386,1811,96.5,very undesirable
916,384,1825,192.0,somewhat undesirable
917,367,1767,183.5,somewhat undesirable
918,376,1803,376.0,very desirable
919,365,1763,91.25,very undesirable
920,389,1825,291.75,somewhat desirable
921,373,1775,93.25,somewhat undesirable
922,370,1799,92.5,very undesirable
923,372,1773,186.0,somewhat undesirable
924,369,1777,184.5,somewhat undesirable
925,366,1765,183.0,somewhat undesirable
926,389,1807,97.25,very undesirable
927,381,1803,95.25,very undesirable
928,372,1785,186.0,somewhat undesirable
929,370,1787,92.5,very undesirable
930,385,1821,96.25,very undesirable
931,349,1745,87.25,very undesirable
932,380,1807,190.0,somewhat undesirable
933,373,1779,186.5,somewhat undesirable
934,375,1793,187.5,somewhat undesirable
935,377,1787,188.5,somewhat undesirable
936,385,1799,96.25,very undesirable
937,373,1779,93.25,very undesirable
938,368,1765,92.0,very undesirable
939,375,1797,93.75,very undesirable
940,373,1771,186.5,somewhat undesirable
941,377,1787,188.5,somewhat undesirable
942,366,1771,183.0,somewhat undesirable
943,382,1797,286.5,somewhat desirable
944,389,1817,194.5,somewhat undesirable
945,362,1753,362.0,very desirable
946,371,1771,185.5,somewhat undesirable
947,383,1795,191.5,somewhat undesirable
948,375,1787,187.5,somewhat undesirable
949,368,1765,92.0,very undesirable
950,371,1775,185.5,somewhat undesirable
951,371,1771,185.5,somewhat undesirable
952,375,1787,187.5,somewhat undesirable
953,381,1831,95.25,very undesirable
954,362,1761,181.0,somewhat undesirable
955,367,1781,91.75,somewhat undesirable
956,388,1809,97.0,very undesirable
957,366,1765,183.0,somewhat undesirable
958,379,1783,189.5,somewhat undesirable
959,391,1815,97.75,very undesirable
960,373,1775,186.5,somewhat undesirable
961,377,1791,94.25,very undesirable
962,371,1795,185.5,somewhat undesirable
963,374,1777,187.0,somewhat undesirable
964,366,1765,91.5,very undesirable
965,386,1797,193.0,somewhat undesirable
966,377,1797,188.5,somewhat undesirable
967,377,1793,188.5,somewhat undesirable
968,375,1797,187.5,somewhat undesirable
969,374,1773,93.5,very undesirable
970,379,1827,94.75,very undesirable
971,377,1783,188.5,somewhat undesirable
972,371,1801,185.5,somewhat undesirable
973,370,1773,185.0,somewhat undesirable
974,363,1755,90.75,very undesirable
975,370,1769,185.0,somewhat undesirable
976,382,1797,95.5,very undesirable
977,389,1811,194.5,somewhat undesirable
978,355,1753,88.75,very undesirable
979,358,1767,89.5,very undesirable
980,365,1777,182.5,somewhat undesirable
981,381,1791,95.25,very undesirable
982,383,1799,191.5,somewhat undesirable
983,377,1787,188.5,somewhat undesirable
984,374,1777,93.5,somewhat undesirable
985,373,1785,93.25,somewhat undesirable
986,376,1799,188.0,somewhat undesirable
987,390,1809,97.5,very undesirable
988,379,1787,189.5,somewhat undesirable
989,386,1809,96.5,very undesirable
990,364,1753,91.0,very undesirable
991,376,1781,188.0,somewhat undesirable
992,381,1795,95.25,very undesirable
993,370,1773,92.5,very undesirable
994,387,1799,290.25,somewhat desirable
995,386,1805,96.5,very undesirable
996,358,1745,89.5,very undesirable
997,379,1783,94.75,very undesirable
998,380,1793,190.0,somewhat undesirable
999,367,1767,183.5,somewhat undesirable
